2025-06-24T00:15:49.451+08:00 DEBUG 46028 --- [quizz-b] [http-nio-8081-exec-2] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:58.320+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.320+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.320+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.321+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.321+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.322+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.322+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.322+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.323+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.323+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.323+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.324+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.324+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.325+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.325+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.325+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.326+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.326+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.326+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.327+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.327+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.328+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.328+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.328+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.329+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.330+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:58.330+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=19, totalPages=2, pageSize=10, currentPage=1, (truncated)...]
2025-06-24T00:57:58.331+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-8] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:57:58.344+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:57:58.344+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:57:58.345+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 order by q1_0.create_time desc limit ?
2025-06-24T00:57:58.346+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:57:58.347+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(q1_0.id) from quiz q1_0 where q1_0.is_delete=0
2025-06-24T00:57:58.348+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.348+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.349+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.349+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.351+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.352+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.352+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.353+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.353+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.354+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.354+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.354+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.355+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.355+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.355+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.356+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.356+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.357+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.357+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.357+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.357+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.357+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.358+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.358+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.359+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.359+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.359+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.359+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
2025-06-24T00:57:58.361+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=? and qr1_0.is_correct
2025-06-24T00:57:58.361+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] org.hibernate.SQL                        : select t1_0.quiz_id,t1_1.id,t1_1.count_article,t1_1.count_quiz,t1_1.count_search,t1_1.create_time,t1_1.home_hot_order,t1_1.name,t1_1.update_time from quiz_tags t1_0 join tags t1_1 on t1_1.id=t1_0.tag_id where t1_0.quiz_id=?
2025-06-24T00:57:58.362+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:57:58.362+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=200, message=取得成功, data={totalItems=19, totalPages=2, pageSize=10, currentPage=1, (truncated)...]
2025-06-24T00:57:58.362+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-4] o.s.web.servlet.DispatcherServlet        : Completed 200 OK
2025-06-24T00:58:43.378+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-7] o.s.web.servlet.DispatcherServlet        : GET "/quizzes/UserRecord", parameters={}
2025-06-24T00:58:43.378+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-7] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getUserRecord(HttpServletRequest)
2025-06-24T00:58:43.378+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Using 'application/json', given [*/*] and supported [application/json, application/*+json]
2025-06-24T00:58:43.378+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-7] o.s.w.s.m.m.a.HttpEntityMethodProcessor  : Writing [ApiResponse(status=400, message=JWT token 未提供, data=null)]
2025-06-24T00:58:43.379+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-7] o.s.web.servlet.DispatcherServlet        : Completed 400 BAD_REQUEST
2025-06-24T00:58:43.384+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] o.s.web.servlet.DispatcherServlet        : GET "/quizzes?type=ALL&page=1&size=10", parameters={masked}
2025-06-24T00:58:43.384+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] s.w.s.m.m.a.RequestMappingHandlerMapping : Mapped to com.example.quizz_b.controller.QuizController#getAllQuizzes(String, int, int)
2025-06-24T00:58:43.385+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select q1_0.id,q1_0.answer_detail,q1_0.user_id,q1_0.create_time,q1_0.flash_answer,q1_0.is_delete,q1_0.quiz_type,q1_0.single_answer_id,q1_0.title,q1_0.title_detail,q1_0.update_time from quiz q1_0 where q1_0.is_delete=0 order by q1_0.create_time desc limit ?
2025-06-24T00:58:43.386+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select u1_0.id,u1_0.avatar_url,u1_0.bio,u1_0.code_generated_at,u1_0.create_time,u1_0.email,u1_0.password,u1_0.profile_bg_url,u1_0.role,u1_0.status,u1_0.update_time,u1_0.username,u1_0.verification_code from users u1_0 where u1_0.id=?
2025-06-24T00:58:43.387+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(q1_0.id) from quiz q1_0 where q1_0.is_delete=0
2025-06-24T00:58:43.388+08:00 DEBUG 44996 --- [quizz-b] [http-nio-8081-exec-9] org.hibernate.SQL                        : select count(qr1_0.id) from quiz_records qr1_0 left join quiz q1_0 on q1_0.id=qr1_0.quiz_id where q1_0.id=?
